source_line,method,uri,route_name,surface,inventory_kind,review_status,action,middleware
609,GET|HEAD,admin/workforce/payroll/compensation/{employeeProfile}/edit,admin.workforce.payroll.compensation.edit,Admin,page candidate,OPEN,App\Http\Controllers\Admin\CompensationController@edit,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.payroll.manage
563,GET|HEAD,admin/workforce/payroll/entries/{payrollEntry},admin.workforce.payroll.entries.show,Admin,page candidate,OPEN,App\Http\Controllers\Admin\PayrollController@showEntry,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.payroll.view
562,GET|HEAD,admin/workforce/payroll/runs/{payrollRun},admin.workforce.payroll.runs.show,Admin,page candidate,OPEN,App\Http\Controllers\Admin\PayrollController@showRun,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.payroll.view
554,GET|HEAD,admin/workforce/schedule,admin.workforce.schedule.index,Admin,page candidate,OPEN,App\Http\Controllers\Admin\WorkShiftController@index,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.view
575,GET|HEAD,admin/workforce/schedule/create,admin.workforce.schedule.create,Admin,page candidate,OPEN,App\Http\Controllers\Admin\WorkShiftController@create,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.manage
577,GET|HEAD,admin/workforce/schedule/{employeeWorkShift}/edit,admin.workforce.schedule.edit,Admin,page candidate,OPEN,App\Http\Controllers\Admin\WorkShiftController@edit,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.manage
526,GET|HEAD,admin/workforce/time-clock,admin.workforce.time-clock,Admin,page candidate,OPEN,App\Http\Controllers\Admin\AttendanceController@timeClock,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.clock
534,GET|HEAD,admin/workforce/time-clock/sessions/{employeeAttendanceSession}/correction,admin.workforce.corrections.create,Admin,page candidate,OPEN,App\Http\Controllers\Admin\AttendanceCorrectionController@create,web | App\Http\Middleware\Authenticate | App\Http\Middleware\AdminMiddleware | App\Http\Middleware\PermissionMiddleware:workforce.clock
,GET|HEAD,login,login,Auth,page candidate,OPEN,App\Http\Controllers\Auth\LoginController@showLoginForm,web | App\Http\Middleware\RedirectIfAuthenticated
,GET|HEAD,password/confirm,password.confirm,Auth,page candidate,OPEN,App\Http\Controllers\Auth\ConfirmPasswordController@showConfirmForm,web | App\Http\Middleware\Authenticate
,GET|HEAD,password/reset,password.request,Auth,page candidate,OPEN,App\Http\Controllers\Auth\ForgotPasswordController@showLinkRequestForm,web
,GET|HEAD,password/reset/{token},password.reset,Auth,page candidate,OPEN,App\Http\Controllers\Auth\ResetPasswordController@showResetForm,web
,GET|HEAD,register,register,Auth,page candidate,OPEN,App\Http\Controllers\Auth\RegisterController@showRegistrationForm,web | App\Http\Middleware\RedirectIfAuthenticated
,GET|HEAD,sanctum/csrf-cookie,sanctum.csrf-cookie,Auth infrastructure,supporting flow,OPEN,Laravel\Sanctum\Http\Controllers\CsrfCookieController@show,web
134,GET|HEAD,/,frontend.home,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\FrontendController@index,web
153,GET|HEAD,account,account.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\AccountController@index,web | App\Http\Middleware\Authenticate
156,GET|HEAD,account/addresses,account.addresses.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\AddressBookController@index,web | App\Http\Middleware\Authenticate
157,GET|HEAD,account/addresses/new,account.addresses.create,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\AddressBookController@create,web | App\Http\Middleware\Authenticate
159,GET|HEAD,account/addresses/{address}/edit,account.addresses.edit,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\AddressBookController@edit,web | App\Http\Middleware\Authenticate
199,GET|HEAD,branding-media/{path},branding.media,Customer/Public,supporting flow,OPEN,Closure,web
144,GET|HEAD,cart,cart.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\CartController@index,web
136,GET|HEAD,category/{id},category.products,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\FrontendController@showCategoryProducts,web
166,GET|HEAD,checkout,checkout.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\CheckoutController@index,web | App\Http\Middleware\Authenticate
138,GET|HEAD,contact,frontend.contact,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ContentPageController@contact,web
197,GET|HEAD,home,home,Customer/Public,page candidate,OPEN,App\Http\Controllers\HomeController@index,web | App\Http\Middleware\Authenticate
82,GET|HEAD,locale/{locale},locale.switch,Customer/Public,supporting flow,OPEN,Closure,web
188,GET|HEAD,notifications,notifications.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\NotificationController@index,web | App\Http\Middleware\Authenticate
174,GET|HEAD,order-success/{order},orders.success,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\CheckoutController@success,web | App\Http\Middleware\Authenticate
169,GET|HEAD,orders,orders.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\CheckoutController@orders,web | App\Http\Middleware\Authenticate
170,GET|HEAD,orders/{order},orders.show,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\CheckoutController@showOrder,web | App\Http\Middleware\Authenticate
171,GET|HEAD,orders/{order}/receipt,orders.receipt,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\CheckoutController@receipt,web | App\Http\Middleware\Authenticate
177,GET|HEAD,orders/{order}/return,returns.create,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ReturnController@create,web | App\Http\Middleware\Authenticate
191,GET|HEAD,payments/paymob/{order}/redirect,payments.paymob.redirect,Customer/Public,supporting flow,OPEN,App\Http\Controllers\Frontend\PaymobController@redirect,web | App\Http\Middleware\Authenticate
192,GET|HEAD,payments/paymob/{order}/result,payments.paymob.result,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\PaymobController@result,web | App\Http\Middleware\Authenticate
65,GET|HEAD,ping,,Customer/Public,supporting flow,OPEN,Closure,web
139,GET|HEAD,privacy-policy,frontend.privacy,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ContentPageController@privacy,web
137,GET|HEAD,products/{product:slug},frontend.products.show,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ProductController@show,web
141,GET|HEAD,refund-policy,frontend.refund,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ContentPageController@refund,web
176,GET|HEAD,returns,returns.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ReturnController@index,web | App\Http\Middleware\Authenticate
179,GET|HEAD,returns/{returnRequest},returns.show,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ReturnController@show,web | App\Http\Middleware\Authenticate
135,GET|HEAD,search,frontend.search,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\FrontendController@search,web
142,GET|HEAD,shipping-policy,frontend.shipping,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ContentPageController@shipping,web
182,GET|HEAD,support,support.index,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\SupportController@index,web | App\Http\Middleware\Authenticate
183,GET|HEAD,support/new,support.create,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\SupportController@create,web | App\Http\Middleware\Authenticate
185,GET|HEAD,support/{supportCase},support.show,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\SupportController@show,web | App\Http\Middleware\Authenticate
140,GET|HEAD,terms-and-conditions,frontend.terms,Customer/Public,page candidate,OPEN,App\Http\Controllers\Frontend\ContentPageController@terms,web
,GET|HEAD,_ignition/health-check,ignition.healthCheck,Development tooling,supporting flow,OPEN,Spatie\LaravelIgnition\Http\Controllers\HealthCheckController,Spatie\LaravelIgnition\Http\Middleware\RunnableSolutionsEnabled
,GET|HEAD,livewire-012c1575/css/{component}.css,,Livewire,supporting flow,OPEN,Closure,
,GET|HEAD,livewire-012c1575/css/{component}.global.css,,Livewire,supporting flow,OPEN,Closure,
,GET|HEAD,livewire-012c1575/js/{component}.js,,Livewire,supporting flow,OPEN,Closure,
,GET|HEAD,livewire-012c1575/livewire.csp.min.js.map,,Livewire,supporting flow,OPEN,Livewire\Mechanisms\FrontendAssets\FrontendAssets@cspMaps,
,GET|HEAD,livewire-012c1575/livewire.min.js,,Livewire,supporting flow,OPEN,Livewire\Mechanisms\FrontendAssets\FrontendAssets@returnJavaScriptAsFile,
,GET|HEAD,livewire-012c1575/livewire.min.js.map,,Livewire,supporting flow,OPEN,Livewire\Mechanisms\FrontendAssets\FrontendAssets@maps,
,GET|HEAD,livewire-012c1575/preview-file/{filename},livewire.preview-file,Livewire,supporting flow,OPEN,Livewire\Features\SupportFileUploads\FilePreviewController@handle,web
,GET|POST|HEAD,payments/paymob/callback,payments.paymob.callback,Payment integration,supporting flow,OPEN,App\Http\Controllers\Frontend\PaymobController@callback,web
